Name,lattitude,Temperature,Humidity,Cloudiness,Windspeed
Kampong Thum,12.71,291.05,73,0,2.85
Beloha,-25.17,297.31,79,84,4.76
Leningradskiy,69.38,258.67,99,100,11.96
Iranshahr,27.21,290.15,93,20,1.85
Katherine,-14.47,302.15,51,47,3.1
Iqaluit,63.75,266.03,57,75,12.9
Aklavik,68.22,246.73,75,20,4.6
Keskin,39.67,273.71,88,96,0.58
Pitimbu,-7.47,303.15,62,75,6.2
Husavik,50.56,254.82,73,83,4.02
Nhulunbuy,-12.18,300.15,83,40,2.1
Labuhan,-2.54,295.6,94,93,0.62
Acari,-6.44,305.77,35,94,6.08
Codrington,-28.95,295.03,78,100,2.1
Qiyang,26.59,281.8,48,0,0.52
Cadiz,40.27,280.51,78,90,4.1
Rosetta,31.4,290.15,88,40,1.0
Norman Wells,65.28,241.15,67,20,1.5
Port Macquarie,-31.43,294.37,73,90,4.1
Byron Bay,-28.65,295.29,88,90,3.1
Antofagasta,-23.65,294.15,64,20,6.7
Viedma,-40.81,295.99,35,13,6.2
Lavrentiya,65.58,272.38,89,100,12.58
Flinders,-34.58,293.36,82,90,2.1
Torrington,42.06,279.68,69,1,2.1
Mayo,63.59,246.15,75,40,1.84
Zhezkazgan,47.8,268.78,87,0,1.15
Elizabeth City,36.3,285.68,54,1,5.7
Upernavik,72.79,257.48,62,62,4.89
Samarai,-10.62,297.11,92,93,1.29
Jinxiang,35.07,278.5,68,0,3.65
Sambava,-14.27,296.87,84,100,0.72
Pisco,-13.71,295.27,30,90,3.1
Biskamzha,53.45,265.72,93,99,5.5
Coihaique,-45.58,290.49,45,75,4.1
Garissa,-0.46,302.96,55,51,2.71
Ban Nahin,18.24,282.72,86,3,1.69
Wahiawa,21.5,292.89,93,1,0.13
Auki,12.18,298.57,17,55,4.01
Marsa Matruh,31.35,293.15,64,40,4.1
Coahuayana,18.62,303.49,44,0,1.03
Port Blair,11.67,299.2,75,5,7.72
Hovd,63.83,272.63,92,90,6.2
Padang,-0.92,293.4,93,100,2.19
Port Elizabeth,39.31,279.57,48,1,3.6
New Norfolk,-42.78,285.55,62,100,4.1
Sanchez,19.23,299.16,94,75,2.5
Bathsheba,13.22,304.15,52,20,9.3
Piacabucu,-10.41,302.18,66,7,6.76
Yasnyy,64.04,274.77,98,100,6.54
Ilulissat,69.22,257.15,54,23,1.5
Roald,62.58,276.99,86,90,13.9
Kahului,20.89,292.05,82,1,1.5
Richards Bay,-28.77,294.55,77,84,6.99
Mitsamiouli,-11.38,300.15,88,75,2.1
College,64.86,264.72,100,75,0.74
Kuna,43.49,279.15,100,90,5.99
Touros,-5.2,304.15,52,40,7.2
Castro,-42.48,290.15,67,75,1.5
Jalingo,10.3,298.28,17,45,3.22
Clyde River,70.47,246.15,68,1,2.1
Talnakh,69.49,244.15,75,40,4.0
Camacha,33.08,292.15,68,75,3.6
Airai,-8.93,292.76,72,0,1.1
Cidreira,-30.17,295.06,76,0,6.54
Grindavik,63.84,273.15,76,40,7.2
Faanui,-16.48,300.64,76,24,4.86
Kant,42.89,270.15,92,0,2.0
Baykit,61.68,261.29,89,97,4.27
Melilla,-0.8,301.15,74,20,3.6
Taybad,34.74,286.93,27,98,9.46
Lianzhou,24.79,279.42,46,50,1.77
Martapura,-3.41,296.82,92,100,0.25
Morondava,-20.3,296.95,78,93,2.91
Tezu,27.93,286.8,47,0,1.54
Kaitangata,-46.28,282.04,80,75,2.24
Kaniama,-7.57,291.5,99,100,1.62
Svetlogorsk,53.14,271.15,86,40,5.0
Cayenne,4.94,302.15,79,75,4.1
Aranos,-24.14,299.82,30,72,2.05
Kampong Thum,12.71,291.05,73,0,2.85
Beloha,-25.17,297.31,79,84,4.76
Leningradskiy,69.38,258.67,99,100,11.96
Iranshahr,27.21,290.15,93,20,1.85
Katherine,-14.47,302.15,51,47,3.1
Iqaluit,63.75,266.03,57,75,12.9
Aklavik,68.22,246.73,75,20,4.6
Keskin,39.67,273.71,88,96,0.58
Pitimbu,-7.47,303.15,62,75,6.2
Husavik,50.56,254.82,73,83,4.02
Nhulunbuy,-12.18,300.15,83,40,2.1
Labuhan,-2.54,295.6,94,93,0.62
Acari,-6.44,305.77,35,94,6.08
Codrington,-28.95,295.03,78,100,2.1
Qiyang,26.59,281.8,48,0,0.52
Cadiz,40.27,280.51,78,90,4.1
Rosetta,31.4,290.15,88,40,1.0
Norman Wells,65.28,241.15,67,20,1.5
Port Macquarie,-31.43,294.37,73,90,4.1
Byron Bay,-28.65,295.29,88,90,3.1
Antofagasta,-23.65,294.15,64,20,6.7
Viedma,-40.81,295.99,35,13,6.2
Lavrentiya,65.58,272.38,89,100,12.58
Flinders,-34.58,293.36,82,90,2.1
Torrington,42.06,279.68,69,1,2.1
Mayo,63.59,246.15,75,40,1.84
Zhezkazgan,47.8,268.78,87,0,1.15
Elizabeth City,36.3,285.68,54,1,5.7
Upernavik,72.79,257.48,62,62,4.89
Samarai,-10.62,297.11,92,93,1.29
Jinxiang,35.07,278.5,68,0,3.65
Sambava,-14.27,296.87,84,100,0.72
Pisco,-13.71,295.27,30,90,3.1
Biskamzha,53.45,265.72,93,99,5.5
Coihaique,-45.58,290.49,45,75,4.1
Garissa,-0.46,302.96,55,51,2.71
Ban Nahin,18.24,282.72,86,3,1.69
Konevo,41.67,283.15,83,8,0.45
Dicabisagan,17.08,295.88,82,61,5.63
Luhyny,51.08,276.04,90,99,5.03
Sitka,37.17,285.93,50,84,2.37
Broken Hill,-31.97,298.15,9,40,4.6
Vardo,39.62,278.32,44,1,7.2
Hilo,19.71,291.02,72,1,2.1
Ust-Ishim,57.69,268.47,93,100,3.57
Saint-Leu,-21.15,298.14,74,75,1.0
Sanchez,19.23,299.16,94,75,2.5
Bathsheba,13.22,304.15,52,20,9.3
Piacabucu,-10.41,302.18,66,7,6.76
Yasnyy,64.04,274.77,98,100,6.54
Ilulissat,69.22,257.15,54,23,1.5
Roald,62.58,276.99,86,90,13.9
Kahului,20.89,292.05,82,1,1.5
Richards Bay,-28.77,294.55,77,84,6.99
Mitsamiouli,-11.38,300.15,88,75,2.1
College,64.86,264.72,100,75,0.74
Kuna,43.49,279.15,100,90,5.99
Touros,-5.2,304.15,52,40,7.2
Castro,-42.48,290.15,67,75,1.5
Jalingo,10.3,298.28,17,45,3.22
Clyde River,70.47,246.15,68,1,2.1
Talnakh,69.49,244.15,75,40,4.0
Camacha,33.08,292.15,68,75,3.6
Airai,-8.93,292.76,72,0,1.1
Cidreira,-30.17,295.06,76,0,6.54
Grindavik,63.84,273.15,76,40,7.2
Faanui,-16.48,300.64,76,24,4.86
Kant,42.89,270.15,92,0,2.0
Baykit,61.68,261.29,89,97,4.27
Melilla,-0.8,301.15,74,20,3.6
Taybad,34.74,286.93,27,98,9.46
Lianzhou,24.79,279.42,46,50,1.77
Martapura,-3.41,296.82,92,100,0.25
Morondava,-20.3,296.95,78,93,2.91
Tezu,27.93,286.8,47,0,1.54
Kaitangata,-46.28,282.04,80,75,2.24
Kaniama,-7.57,291.5,99,100,1.62
Svetlogorsk,53.14,271.15,86,40,5.0
Cayenne,4.94,302.15,79,75,4.1
Aranos,-24.14,299.82,30,72,2.05
Kampong Thum,12.71,291.05,73,0,2.85
Beloha,-25.17,297.31,79,84,4.76
Leningradskiy,69.38,258.67,99,100,11.96
Iranshahr,27.21,290.15,93,20,1.85
Katherine,-14.47,302.15,51,47,3.1
Iqaluit,63.75,266.03,57,75,12.9
Aklavik,68.22,246.73,75,20,4.6
Keskin,39.67,273.71,88,96,0.58
Pitimbu,-7.47,303.15,62,75,6.2
Husavik,50.56,254.82,73,83,4.02
Nhulunbuy,-12.18,300.15,83,40,2.1
Labuhan,-2.54,295.6,94,93,0.62
Acari,-6.44,305.77,35,94,6.08
Codrington,-28.95,295.03,78,100,2.1
Qiyang,26.59,281.8,48,0,0.52
Cadiz,40.27,280.51,78,90,4.1
Rosetta,31.4,290.15,88,40,1.0
Norman Wells,65.28,241.15,67,20,1.5
Port Macquarie,-31.43,294.37,73,90,4.1
Byron Bay,-28.65,295.29,88,90,3.1
Antofagasta,-23.65,294.15,64,20,6.7
Viedma,-40.81,295.99,35,13,6.2
Lavrentiya,65.58,272.38,89,100,12.58
Flinders,-34.58,293.36,82,90,2.1
Torrington,42.06,279.68,69,1,2.1
Mayo,63.59,246.15,75,40,1.84
Zhezkazgan,47.8,268.78,87,0,1.15
Elizabeth City,36.3,285.68,54,1,5.7
Upernavik,72.79,257.48,62,62,4.89
Samarai,-10.62,297.11,92,93,1.29
Jinxiang,35.07,278.5,68,0,3.65
Sambava,-14.27,296.87,84,100,0.72
Pisco,-13.71,295.27,30,90,3.1
Biskamzha,53.45,265.72,93,99,5.5
Coihaique,-45.58,290.49,45,75,4.1
Garissa,-0.46,302.96,55,51,2.71
Ban Nahin,18.24,282.72,86,3,1.69
Konevo,41.67,283.15,83,8,0.45
Dicabisagan,17.08,295.88,82,61,5.63
Luhyny,51.08,276.04,90,99,5.03
Sitka,37.17,285.93,50,84,2.37
Broken Hill,-31.97,298.15,9,40,4.6
Vardo,39.62,278.32,44,1,7.2
Hilo,19.71,291.02,72,1,2.1
Ust-Ishim,57.69,268.47,93,100,3.57
Saint-Leu,-21.15,298.14,74,75,1.0
Rumoi,43.93,269.97,67,100,6.79
Pontianak,-0.02,296.33,96,98,0.37
Usogorsk,63.43,273.37,90,100,6.54
Slonim,53.09,277.82,83,100,6.09
Fort Dodge,42.5,278.14,70,1,2.1
Bang Saphan,11.21,296.38,72,0,8.19
Marawi,8.0,298.15,90,63,0.45
Kirpilskaya,45.38,276.67,81,75,1.0
Caravelas,-17.73,295.72,94,100,3.99
Mackenzie,55.34,262.15,85,90,3.6
Mitsamiouli,-11.38,300.15,88,75,2.1
College,64.86,264.72,100,75,0.74
Kuna,43.49,279.15,100,90,5.99
Touros,-5.2,304.15,52,40,7.2
Castro,-42.48,290.15,67,75,1.5
Jalingo,10.3,298.28,17,45,3.22
Clyde River,70.47,246.15,68,1,2.1
Talnakh,69.49,244.15,75,40,4.0
Camacha,33.08,292.15,68,75,3.6
Airai,-8.93,292.76,72,0,1.1
Cidreira,-30.17,295.06,76,0,6.54
Grindavik,63.84,273.15,76,40,7.2
Faanui,-16.48,300.64,76,24,4.86
Kant,42.89,270.15,92,0,2.0
Baykit,61.68,261.29,89,97,4.27
Melilla,-0.8,301.15,74,20,3.6
Taybad,34.74,286.93,27,98,9.46
Lianzhou,24.79,279.42,46,50,1.77
Martapura,-3.41,296.82,92,100,0.25
Morondava,-20.3,296.95,78,93,2.91
Tezu,27.93,286.8,47,0,1.54
Kaitangata,-46.28,282.04,80,75,2.24
Kaniama,-7.57,291.5,99,100,1.62
Svetlogorsk,53.14,271.15,86,40,5.0
Cayenne,4.94,302.15,79,75,4.1
Aranos,-24.14,299.82,30,72,2.05
Kampong Thum,12.71,291.05,73,0,2.85
Beloha,-25.17,297.31,79,84,4.76
Leningradskiy,69.38,258.67,99,100,11.96
Iranshahr,27.21,290.15,93,20,1.85
Katherine,-14.47,302.15,51,47,3.1
Iqaluit,63.75,266.03,57,75,12.9
Aklavik,68.22,246.73,75,20,4.6
Keskin,39.67,273.71,88,96,0.58
Pitimbu,-7.47,303.15,62,75,6.2
Husavik,50.56,254.82,73,83,4.02
Nhulunbuy,-12.18,300.15,83,40,2.1
Labuhan,-2.54,295.6,94,93,0.62
Acari,-6.44,305.77,35,94,6.08
Codrington,-28.95,295.03,78,100,2.1
Qiyang,26.59,281.8,48,0,0.52
Cadiz,40.27,280.51,78,90,4.1
Rosetta,31.4,290.15,88,40,1.0
Norman Wells,65.28,241.15,67,20,1.5
Port Macquarie,-31.43,294.37,73,90,4.1
Byron Bay,-28.65,295.29,88,90,3.1
Antofagasta,-23.65,294.15,64,20,6.7
Viedma,-40.81,295.99,35,13,6.2
Lavrentiya,65.58,272.38,89,100,12.58
Flinders,-34.58,293.36,82,90,2.1
Torrington,42.06,279.68,69,1,2.1
Mayo,63.59,246.15,75,40,1.84
Zhezkazgan,47.8,268.78,87,0,1.15
Elizabeth City,36.3,285.68,54,1,5.7
Upernavik,72.79,257.48,62,62,4.89
Samarai,-10.62,297.11,92,93,1.29
Jinxiang,35.07,278.5,68,0,3.65
Sambava,-14.27,296.87,84,100,0.72
Pisco,-13.71,295.27,30,90,3.1
Biskamzha,53.45,265.72,93,99,5.5
Coihaique,-45.58,290.49,45,75,4.1
Garissa,-0.46,302.96,55,51,2.71
Ban Nahin,18.24,282.72,86,3,1.69
Konevo,41.67,283.15,83,8,0.45
Dicabisagan,17.08,295.88,82,61,5.63
Luhyny,51.08,276.04,90,99,5.03
Sitka,37.17,285.93,50,84,2.37
Broken Hill,-31.97,298.15,9,40,4.6
Vardo,39.62,278.32,44,1,7.2
Hilo,19.71,291.02,72,1,2.1
Ust-Ishim,57.69,268.47,93,100,3.57
Saint-Leu,-21.15,298.14,74,75,1.0
Rumoi,43.93,269.97,67,100,6.79
Pontianak,-0.02,296.33,96,98,0.37
Usogorsk,63.43,273.37,90,100,6.54
Slonim,53.09,277.82,83,100,6.09
Fort Dodge,42.5,278.14,70,1,2.1
Bang Saphan,11.21,296.38,72,0,8.19
Marawi,8.0,298.15,90,63,0.45
Kirpilskaya,45.38,276.67,81,75,1.0
Caravelas,-17.73,295.72,94,100,3.99
Mackenzie,55.34,262.15,85,90,3.6
Pampa,35.54,285.81,36,1,4.1
Kawalu,-7.38,295.22,91,100,0.84
Bonnyville,54.27,252.15,63,90,1.0
Severo-Kurilsk,50.68,266.57,86,100,5.56
Haines Junction,60.75,271.46,96,79,4.89
Conceicao do Araguaia,-8.26,306.93,43,54,1.98
Dunedin,-45.87,283.71,65,33,8.94
Aykhal,65.95,247.15,83,90,1.0
Klaksvik,62.23,277.15,69,100,11.3
Airai,-8.93,292.76,72,0,1.1
Cidreira,-30.17,295.06,76,0,6.54
Grindavik,63.84,273.15,76,40,7.2
Faanui,-16.48,300.64,76,24,4.86
Kant,42.89,270.15,92,0,2.0
Baykit,61.68,261.29,89,97,4.27
Melilla,-0.8,301.15,74,20,3.6
Taybad,34.74,286.93,27,98,9.46
Lianzhou,24.79,279.42,46,50,1.77
Martapura,-3.41,296.82,92,100,0.25
Morondava,-20.3,296.95,78,93,2.91
Tezu,27.93,286.8,47,0,1.54
Kaitangata,-46.28,282.04,80,75,2.24
Kaniama,-7.57,291.5,99,100,1.62
Svetlogorsk,53.14,271.15,86,40,5.0
Cayenne,4.94,302.15,79,75,4.1
Aranos,-24.14,299.82,30,72,2.05
Kampong Thum,12.71,291.05,73,0,2.85
Beloha,-25.17,297.31,79,84,4.76
Leningradskiy,69.38,258.67,99,100,11.96
Iranshahr,27.21,290.15,93,20,1.85
Katherine,-14.47,302.15,51,47,3.1
Iqaluit,63.75,266.03,57,75,12.9
Aklavik,68.22,246.73,75,20,4.6
Keskin,39.67,273.71,88,96,0.58
Pitimbu,-7.47,303.15,62,75,6.2
Husavik,50.56,254.82,73,83,4.02
Nhulunbuy,-12.18,300.15,83,40,2.1
Labuhan,-2.54,295.6,94,93,0.62
Acari,-6.44,305.77,35,94,6.08
Codrington,-28.95,295.03,78,100,2.1
Qiyang,26.59,281.8,48,0,0.52
Cadiz,40.27,280.51,78,90,4.1
Rosetta,31.4,290.15,88,40,1.0
Norman Wells,65.28,241.15,67,20,1.5
Port Macquarie,-31.43,294.37,73,90,4.1
Byron Bay,-28.65,295.29,88,90,3.1
Antofagasta,-23.65,294.15,64,20,6.7
Viedma,-40.81,295.99,35,13,6.2
Lavrentiya,65.58,272.38,89,100,12.58
Flinders,-34.58,293.36,82,90,2.1
Torrington,42.06,279.68,69,1,2.1
Mayo,63.59,246.15,75,40,1.84
Zhezkazgan,47.8,268.78,87,0,1.15
Elizabeth City,36.3,285.68,54,1,5.7
Upernavik,72.79,257.48,62,62,4.89
Samarai,-10.62,297.11,92,93,1.29
Jinxiang,35.07,278.5,68,0,3.65
Sambava,-14.27,296.87,84,100,0.72
Pisco,-13.71,295.27,30,90,3.1
Biskamzha,53.45,265.72,93,99,5.5
Coihaique,-45.58,290.49,45,75,4.1
Garissa,-0.46,302.96,55,51,2.71
Ban Nahin,18.24,282.72,86,3,1.69
Konevo,41.67,283.15,83,8,0.45
Dicabisagan,17.08,295.88,82,61,5.63
Luhyny,51.08,276.04,90,99,5.03
Sitka,37.17,285.93,50,84,2.37
Broken Hill,-31.97,298.15,9,40,4.6
Vardo,39.62,278.32,44,1,7.2
Hilo,19.71,291.02,72,1,2.1
Ust-Ishim,57.69,268.47,93,100,3.57
Saint-Leu,-21.15,298.14,74,75,1.0
Rumoi,43.93,269.97,67,100,6.79
Pontianak,-0.02,296.33,96,98,0.37
Usogorsk,63.43,273.37,90,100,6.54
Slonim,53.09,277.82,83,100,6.09
Fort Dodge,42.5,278.14,70,1,2.1
Bang Saphan,11.21,296.38,72,0,8.19
Marawi,8.0,298.15,90,63,0.45
Kirpilskaya,45.38,276.67,81,75,1.0
Caravelas,-17.73,295.72,94,100,3.99
Mackenzie,55.34,262.15,85,90,3.6
Pampa,35.54,285.81,36,1,4.1
Kawalu,-7.38,295.22,91,100,0.84
Bonnyville,54.27,252.15,63,90,1.0
Severo-Kurilsk,50.68,266.57,86,100,5.56
Haines Junction,60.75,271.46,96,79,4.89
Conceicao do Araguaia,-8.26,306.93,43,54,1.98
Dunedin,-45.87,283.71,65,33,8.94
Aykhal,65.95,247.15,83,90,1.0
Klaksvik,62.23,277.15,69,100,11.3
Aksu,52.04,271.15,100,90,4.0
Meulaboh,4.14,300.62,77,89,2.17
Edgewood,39.42,278.77,65,75,4.1
Umea,63.83,269.15,92,90,1.5
Gat,14.69,301.97,27,93,2.1
Remanso,-9.62,308.43,32,50,0.44
Bon Accord,53.84,260.78,85,90,3.1
Cap Malheureux,-19.98,298.94,94,75,1.5
Martapura,-3.41,296.82,92,100,0.25
Morondava,-20.3,296.95,78,93,2.91
Tezu,27.93,286.8,47,0,1.54
Kaitangata,-46.28,282.04,80,75,2.24
Kaniama,-7.57,291.5,99,100,1.62
Svetlogorsk,53.14,271.15,86,40,5.0
Cayenne,4.94,302.15,79,75,4.1
Aranos,-24.14,299.82,30,72,2.05
Kampong Thum,12.71,291.05,73,0,2.85
Beloha,-25.17,297.31,79,84,4.76
Leningradskiy,69.38,258.67,99,100,11.96
Iranshahr,27.21,290.15,93,20,1.85
Katherine,-14.47,302.15,51,47,3.1
Iqaluit,63.75,266.03,57,75,12.9
Aklavik,68.22,246.73,75,20,4.6
Keskin,39.67,273.71,88,96,0.58
Pitimbu,-7.47,303.15,62,75,6.2
Husavik,50.56,254.82,73,83,4.02
Nhulunbuy,-12.18,300.15,83,40,2.1
Labuhan,-2.54,295.6,94,93,0.62
Acari,-6.44,305.77,35,94,6.08
Codrington,-28.95,295.03,78,100,2.1
Qiyang,26.59,281.8,48,0,0.52
Cadiz,40.27,280.51,78,90,4.1
Rosetta,31.4,290.15,88,40,1.0
Norman Wells,65.28,241.15,67,20,1.5
Port Macquarie,-31.43,294.37,73,90,4.1
Byron Bay,-28.65,295.29,88,90,3.1
Antofagasta,-23.65,294.15,64,20,6.7
Viedma,-40.81,295.99,35,13,6.2
Lavrentiya,65.58,272.38,89,100,12.58
Flinders,-34.58,293.36,82,90,2.1
Torrington,42.06,279.68,69,1,2.1
Mayo,63.59,246.15,75,40,1.84
Zhezkazgan,47.8,268.78,87,0,1.15
Elizabeth City,36.3,285.68,54,1,5.7
Upernavik,72.79,257.48,62,62,4.89
Samarai,-10.62,297.11,92,93,1.29
Jinxiang,35.07,278.5,68,0,3.65
Sambava,-14.27,296.87,84,100,0.72
Pisco,-13.71,295.27,30,90,3.1
Biskamzha,53.45,265.72,93,99,5.5
Coihaique,-45.58,290.49,45,75,4.1
Garissa,-0.46,302.96,55,51,2.71
Ban Nahin,18.24,282.72,86,3,1.69
Konevo,41.67,283.15,83,8,0.45
Dicabisagan,17.08,295.88,82,61,5.63
Luhyny,51.08,276.04,90,99,5.03
Sitka,37.17,285.93,50,84,2.37
Broken Hill,-31.97,298.15,9,40,4.6
Vardo,39.62,278.32,44,1,7.2
Hilo,19.71,291.02,72,1,2.1
Ust-Ishim,57.69,268.47,93,100,3.57
Saint-Leu,-21.15,298.14,74,75,1.0
Rumoi,43.93,269.97,67,100,6.79
Pontianak,-0.02,296.33,96,98,0.37
Usogorsk,63.43,273.37,90,100,6.54
Slonim,53.09,277.82,83,100,6.09
Fort Dodge,42.5,278.14,70,1,2.1
Bang Saphan,11.21,296.38,72,0,8.19
Marawi,8.0,298.15,90,63,0.45
Kirpilskaya,45.38,276.67,81,75,1.0
Caravelas,-17.73,295.72,94,100,3.99
Mackenzie,55.34,262.15,85,90,3.6
Pampa,35.54,285.81,36,1,4.1
Kawalu,-7.38,295.22,91,100,0.84
Bonnyville,54.27,252.15,63,90,1.0
Severo-Kurilsk,50.68,266.57,86,100,5.56
Haines Junction,60.75,271.46,96,79,4.89
Conceicao do Araguaia,-8.26,306.93,43,54,1.98
Dunedin,-45.87,283.71,65,33,8.94
Aykhal,65.95,247.15,83,90,1.0
Klaksvik,62.23,277.15,69,100,11.3
Aksu,52.04,271.15,100,90,4.0
Meulaboh,4.14,300.62,77,89,2.17
Edgewood,39.42,278.77,65,75,4.1
Umea,63.83,269.15,92,90,1.5
Gat,14.69,301.97,27,93,2.1
Remanso,-9.62,308.43,32,50,0.44
Bon Accord,53.84,260.78,85,90,3.1
Cap Malheureux,-19.98,298.94,94,75,1.5
Guerrero Negro,27.97,295.31,64,100,4.89
Sibolga,1.74,294.58,96,95,1.46
Ciudad Bolivar,8.12,304.34,54,53,3.82
San Francisco,1.17,292.15,82,40,2.1
Urambo,-5.07,292.59,92,49,0.96
Souillac,45.6,283.69,87,90,3.6
Egvekinot,66.32,257.07,87,100,9.48
Aleksinac,43.54,280.15,100,90,1.0
Kampong Thum,12.71,291.05,73,0,2.85
Beloha,-25.17,297.31,79,84,4.76
Leningradskiy,69.38,258.67,99,100,11.96
Iranshahr,27.21,290.15,93,20,1.85
Katherine,-14.47,302.15,51,47,3.1
Iqaluit,63.75,266.03,57,75,12.9
Aklavik,68.22,246.73,75,20,4.6
Keskin,39.67,273.71,88,96,0.58
Pitimbu,-7.47,303.15,62,75,6.2
Husavik,50.56,254.82,73,83,4.02
Nhulunbuy,-12.18,300.15,83,40,2.1
Labuhan,-2.54,295.6,94,93,0.62
Acari,-6.44,305.77,35,94,6.08
Codrington,-28.95,295.03,78,100,2.1
Qiyang,26.59,281.8,48,0,0.52
Cadiz,40.27,280.51,78,90,4.1
Rosetta,31.4,290.15,88,40,1.0
Norman Wells,65.28,241.15,67,20,1.5
Port Macquarie,-31.43,294.37,73,90,4.1
Byron Bay,-28.65,295.29,88,90,3.1
Antofagasta,-23.65,294.15,64,20,6.7
Viedma,-40.81,295.99,35,13,6.2
Lavrentiya,65.58,272.38,89,100,12.58
Flinders,-34.58,293.36,82,90,2.1
Torrington,42.06,279.68,69,1,2.1
Mayo,63.59,246.15,75,40,1.84
Zhezkazgan,47.8,268.78,87,0,1.15
Elizabeth City,36.3,285.68,54,1,5.7
Upernavik,72.79,257.48,62,62,4.89
Samarai,-10.62,297.11,92,93,1.29
Jinxiang,35.07,278.5,68,0,3.65
Sambava,-14.27,296.87,84,100,0.72
Pisco,-13.71,295.27,30,90,3.1
Biskamzha,53.45,265.72,93,99,5.5
Coihaique,-45.58,290.49,45,75,4.1
Garissa,-0.46,302.96,55,51,2.71
Ban Nahin,18.24,282.72,86,3,1.69
Konevo,41.67,283.15,83,8,0.45
Dicabisagan,17.08,295.88,82,61,5.63
Luhyny,51.08,276.04,90,99,5.03
Sitka,37.17,285.93,50,84,2.37
Broken Hill,-31.97,298.15,9,40,4.6
Vardo,39.62,278.32,44,1,7.2
Hilo,19.71,291.02,72,1,2.1
Ust-Ishim,57.69,268.47,93,100,3.57
Saint-Leu,-21.15,298.14,74,75,1.0
Rumoi,43.93,269.97,67,100,6.79
Pontianak,-0.02,296.33,96,98,0.37
Usogorsk,63.43,273.37,90,100,6.54
Slonim,53.09,277.82,83,100,6.09
Fort Dodge,42.5,278.14,70,1,2.1
Bang Saphan,11.21,296.38,72,0,8.19
Marawi,8.0,298.15,90,63,0.45
Kirpilskaya,45.38,276.67,81,75,1.0
Caravelas,-17.73,295.72,94,100,3.99
Mackenzie,55.34,262.15,85,90,3.6
Pampa,35.54,285.81,36,1,4.1
Kawalu,-7.38,295.22,91,100,0.84
Bonnyville,54.27,252.15,63,90,1.0
Severo-Kurilsk,50.68,266.57,86,100,5.56
Haines Junction,60.75,271.46,96,79,4.89
Conceicao do Araguaia,-8.26,306.93,43,54,1.98
Dunedin,-45.87,283.71,65,33,8.94
Aykhal,65.95,247.15,83,90,1.0
Klaksvik,62.23,277.15,69,100,11.3
Aksu,52.04,271.15,100,90,4.0
Meulaboh,4.14,300.62,77,89,2.17
Edgewood,39.42,278.77,65,75,4.1
Umea,63.83,269.15,92,90,1.5
Gat,14.69,301.97,27,93,2.1
Remanso,-9.62,308.43,32,50,0.44
Bon Accord,53.84,260.78,85,90,3.1
Cap Malheureux,-19.98,298.94,94,75,1.5
Guerrero Negro,27.97,295.31,64,100,4.89
Sibolga,1.74,294.58,96,95,1.46
Ciudad Bolivar,8.12,304.34,54,53,3.82
San Francisco,1.17,292.15,82,40,2.1
Urambo,-5.07,292.59,92,49,0.96
Souillac,45.6,283.69,87,90,3.6
Egvekinot,66.32,257.07,87,100,9.48
Aleksinac,43.54,280.15,100,90,1.0
Thompson,55.74,242.15,74,5,3.6
Kendari,-3.99,297.59,86,0,0.51
Eyl,7.98,300.01,85,0,7.51
Saint-Pierre,48.95,281.39,100,90,6.2
Tottori,35.5,278.99,74,12,2.26
Alofi,-19.06,297.15,88,30,2.6
Sanmenxia,34.77,276.68,38,0,1.53
Coruripe,-10.12,301.01,74,33,8.84
Nhulunbuy,-12.18,300.15,83,40,2.1
Labuhan,-2.54,295.6,94,93,0.62
Acari,-6.44,305.77,35,94,6.08
Codrington,-28.95,295.03,78,100,2.1
Qiyang,26.59,281.8,48,0,0.52
Cadiz,40.27,280.51,78,90,4.1
Rosetta,31.4,290.15,88,40,1.0
Norman Wells,65.28,241.15,67,20,1.5
Port Macquarie,-31.43,294.37,73,90,4.1
Byron Bay,-28.65,295.29,88,90,3.1
Antofagasta,-23.65,294.15,64,20,6.7
Viedma,-40.81,295.99,35,13,6.2
Lavrentiya,65.58,272.38,89,100,12.58
Flinders,-34.58,293.36,82,90,2.1
Torrington,42.06,279.68,69,1,2.1
Mayo,63.59,246.15,75,40,1.84
Zhezkazgan,47.8,268.78,87,0,1.15
Elizabeth City,36.3,285.68,54,1,5.7
Upernavik,72.79,257.48,62,62,4.89
Samarai,-10.62,297.11,92,93,1.29
Jinxiang,35.07,278.5,68,0,3.65
Sambava,-14.27,296.87,84,100,0.72
Pisco,-13.71,295.27,30,90,3.1
Biskamzha,53.45,265.72,93,99,5.5
Coihaique,-45.58,290.49,45,75,4.1
Garissa,-0.46,302.96,55,51,2.71
Ban Nahin,18.24,282.72,86,3,1.69
Konevo,41.67,283.15,83,8,0.45
Dicabisagan,17.08,295.88,82,61,5.63
Luhyny,51.08,276.04,90,99,5.03
Sitka,37.17,285.93,50,84,2.37
Broken Hill,-31.97,298.15,9,40,4.6
Vardo,39.62,278.32,44,1,7.2
Hilo,19.71,291.02,72,1,2.1
Ust-Ishim,57.69,268.47,93,100,3.57
Saint-Leu,-21.15,298.14,74,75,1.0
Rumoi,43.93,269.97,67,100,6.79
Pontianak,-0.02,296.33,96,98,0.37
Usogorsk,63.43,273.37,90,100,6.54
Slonim,53.09,277.82,83,100,6.09
Fort Dodge,42.5,278.14,70,1,2.1
